33,69,66,69,66,81,14,81,26,11,107,11,107,109,28,109,686
92,73,149,73,149,85,121,85,62,74,144,74,144,169,61,169,884
52,37,111,37,111,54,110,54,44,32,133,32,133,128,47,128,979
1,88,27,88,27,126,26,126,12,80,87,80,87,170,0,170,957
21,11,67,11,67,24,34,24,26,11,107,11,107,109,28,109,994
54,65,83,65,83,76,17,76,44,32,133,32,133,128,47,128,753
14,98,103,98,103,104,13,104,26,11,107,11,107,109,28,109,557
73,22,109,22,109,37,73,37,26,11,107,11,107,109,28,109,677
15,80,50,80,50,96,17,96,12,80,87,80,87,170,0,170,179
76,30,168,30,168,37,103,37,79,19,169,19,169,106,83,106,687
81,38,151,38,151,50,129,50,79,19,169,19,169,106,83,106,385
57,52,124,52,124,60,52,60,44,32,133,32,133,128,47,128,242
16,1,46,1,46,16,0,16,3,2,62,2,62,50,0,50,535
43,56,115,56,115,65,60,65,44,32,133,32,133,128,47,128,392
34,96,87,96,87,107,36,107,44,32,133,32,133,128,47,128,295
59,2,119,2,119,15,91,15,48,1,145,1,145,93,80,93,355
32,61,74,61,74,71,1,71,26,11,107,11,107,109,28,109,970
52,39,62,39,62,55,0,55,26,11,107,11,107,109,28,109,76
73,8,92,8,92,56,87,56,26,11,107,11,107,109,28,109,681
64,80,87,80,87,97,42,97,44,32,133,32,133,128,47,128,433
25,19,81,19,81,29,21,29,26,11,107,11,107,109,28,109,397
69,13,70,13,70,111,59,111,44,32,133,32,133,128,47,128,233
32,38,70,38,70,66,66,66,44,32,133,32,133,128,47,128,383
65,41,149,41,149,50,102,50,44,32,133,32,133,128,47,128,403
89,26,92,26,92,117,82,117,44,32,133,32,133,128,47,128,332
21,11,52,11,52,43,46,43,26,11,107,11,107,109,28,109,977
67,20,79,20,79,77,70,77,44,32,133,32,133,128,47,128,62
92,24,95,24,95,49,50,49,44,32,133,32,133,128,47,128,580
65,48,105,48,105,76,102,76,44,32,133,32,133,128,47,128,669
29,38,84,38,84,48,18,48,26,11,107,11,107,109,28,109,780
3,76,98,76,98,83,19,83,26,11,107,11,107,109,28,109,195
48,80,114,80,114,89,44,89,44,32,133,32,133,128,47,128,406
98,17,138,17,138,47,137,47,79,19,169,19,169,106,83,106,702
57,42,144,42,144,51,94,51,44,32,133,32,133,128,47,128,601
12,69,24,69,24,131,16,131,12,80,87,80,87,170,0,170,210
93,55,107,55,107,82,75,82,44,32,133,32,133,128,47,128,61
1,65,12,65,12,119,0,119,1,47,79,47,79,128,0,128,359
90,41,119,41,119,70,105,70,44,32,133,32,133,128,47,128,291
55,27,60,27,60,57,23,57,26,11,107,11,107,109,28,109,367
83,9,165,9,165,16,67,16,48,1,145,1,145,93,80,93,671
58,64,128,64,128,80,118,80,44,32,133,32,133,128,47,128,903
87,93,122,93,122,109,76,109,44,32,133,32,133,128,47,128,346
65,53,113,53,113,64,43,64,44,32,133,32,133,128,47,128,502
43,49,62,49,62,78,36,78,44,32,133,32,133,128,47,128,6
5,82,25,82,25,111,0,111,25,27,90,27,90,114,2,114,887
83,46,91,46,91,87,67,87,44,32,133,32,133,128,47,128,185
81,79,88,79,88,112,55,112,44,32,133,32,133,128,47,128,504
46,10,111,10,111,20,42,20,26,11,107,11,107,109,28,109,532
50,57,116,57,116,77,115,77,44,32,133,32,133,128,47,128,863
57,14,107,14,107,38,101,38,26,11,107,11,107,109,28,109,79
14,72,21,72,21,121,0,121,12,80,87,80,87,170,0,170,338
71,24,94,24,94,51,66,51,44,32,133,32,133,128,47,128,494
25,12,30,12,30,52,0,52,12,16,78,16,78,102,0,102,733
73,71,169,71,169,84,155,84,79,19,169,19,169,106,83,106,297
46,96,94,96,94,111,46,111,44,32,133,32,133,128,47,128,718
78,85,143,85,143,107,142,107,44,32,133,32,133,128,47,128,723
34,27,56,27,56,53,22,53,26,11,107,11,107,109,28,109,615
85,49,170,49,170,65,164,65,79,19,169,19,169,106,83,106,921
30,13,31,13,31,59,0,59,12,16,78,16,78,102,0,102,886
32,93,44,93,44,121,3,121,12,80,87,80,87,170,0,170,361
70,91,147,91,147,101,75,101,44,32,133,32,133,128,47,128,488
56,95,100,95,100,117,76,117,44,32,133,32,133,128,47,128,405
28,24,71,24,71,58,70,58,26,11,107,11,107,109,28,109,981
54,77,111,77,111,92,68,92,44,32,133,32,133,128,47,128,294
27,89,37,89,37,121,0,121,12,80,87,80,87,170,0,170,703
8,14,40,14,40,35,0,35,12,16,78,16,78,102,0,102,812
67,81,76,81,76,170,68,170,62,74,144,74,144,169,61,169,454
26,20,122,20,122,35,117,35,26,11,107,11,107,109,28,109,767
13,45,32,45,32,76,2,76,1,47,79,47,79,128,0,128,0
76,59,79,59,79,90,33,90,44,32,133,32,133,128,47,128,21
64,36,75,36,75,55,6,55,26,11,107,11,107,109,28,109,80
60,6,109,6,109,20,49,20,48,1,145,1,145,93,80,93,644
84,45,120,45,120,75,105,75,44,32,133,32,133,128,47,128,98
75,61,107,61,107,91,88,91,44,32,133,32,133,128,47,128,326
15,2,33,2,33,32,0,32,6,8,56,8,56,89,0,89,548
65,4,66,4,66,63,41,63,44,32,133,32,133,128,47,128,493
11,20,18,20,18,82,0,82,12,16,78,16,78,102,0,102,881
15,80,32,80,32,145,25,145,12,80,87,80,87,170,0,170,247
41,86,56,86,56,110,6,110,26,11,107,11,107,109,28,109,566
16,2,41,2,41,37,21,37,16,9,100,9,100,103,36,103,880
56,29,117,29,117,45,79,45,44,32,133,32,133,128,47,128,4
57,20,90,20,90,48,66,48,26,11,107,11,107,109,28,109,828
55,65,90,65,90,81,24,81,44,32,133,32,133,128,47,128,612
46,81,51,81,51,110,0,110,12,80,87,80,87,170,0,170,507
69,13,81,13,81,57,56,57,26,11,107,11,107,109,28,109,563
54,39,75,39,75,56,0,56,26,11,107,11,107,109,28,109,588
31,5,37,5,37,53,9,53,16,9,100,9,100,103,36,103,835
68,53,143,53,143,69,116,69,44,32,133,32,133,128,47,128,875
83,24,140,24,140,42,106,42,79,19,169,19,169,106,83,106,144
93,24,140,24,140,57,137,57,79,19,169,19,169,106,83,106,146
91,65,145,65,145,90,133,90,79,19,169,19,169,106,83,106,524
41,14,50,14,50,42,0,42,26,11,107,11,107,109,28,109,37
68,48,152,48,152,67,149,67,79,19,169,19,169,106,83,106,461
26,44,62,44,62,68,29,68,26,11,107,11,107,109,28,109,35
80,96,99,96,99,116,35,116,44,32,133,32,133,128,47,128,199
5,30,19,30,19,94,7,94,1,47,79,47,79,128,0,128,167
52,93,89,93,89,137,88,137,44,32,133,32,133,128,47,128,813
91,39,112,39,112,101,106,101,44,32,133,32,133,128,47,128,894
92,77,140,77,140,103,123,103,44,32,133,32,133,128,47,128,298
97,37,182,37,182,50,137,50,79,19,169,19,169,106,83,106,818
39,72,86,72,86,89,33,89,44,32,133,32,133,128,47,128,987
16,32,46,32,46,87,45,87,26,11,107,11,107,109,28,109,219
43,81,49,81,49,112,0,112,12,80,87,80,87,170,0,170,751
29,4,126,4,126,14,52,14,48,1,145,1,145,93,80,93,930
24,97,32,97,32,140,0,140,12,80,87,80,87,170,0,170,674
49,40,145,40,145,49,47,49,44,32,133,32,133,128,47,128,705
45,62,120,62,120,80,97,80,44,32,133,32,133,128,47,128,910
6,16,94,16,94,35,89,35,26,11,107,11,107,109,28,109,324
50,8,88,8,88,38,67,38,26,11,107,11,107,109,28,109,103
15,81,37,81,37,111,0,111,12,80,87,80,87,170,0,170,848
16,86,67,86,67,101,0,101,12,80,87,80,87,170,0,170,900
9,12,14,12,14,106,0,106,1,47,79,47,79,128,0,128,174
11,39,29,39,29,77,0,77,1,47,79,47,79,128,0,128,232
76,51,97,51,97,70,24,70,44,32,133,32,133,128,47,128,959
8,36,48,36,48,75,42,75,26,11,107,11,107,109,28,109,260
4,44,25,44,25,83,0,83,1,47,79,47,79,128,0,128,289
68,44,123,44,123,62,77,62,44,32,133,32,133,128,47,128,918
85,3,88,3,88,23,0,23,26,11,107,11,107,109,28,109,845
12,11,105,11,105,30,102,30,26,11,107,11,107,109,28,109,191
29,31,56,31,56,56,10,56,26,11,107,11,107,109,28,109,341
90,50,114,50,114,79,75,79,44,32,133,32,133,128,47,128,36
74,36,90,36,90,63,38,63,44,32,133,32,133,128,47,128,628
35,24,42,24,42,80,16,80,26,11,107,11,107,109,28,109,836
24,79,41,79,41,122,15,122,12,80,87,80,87,170,0,170,725
85,87,87,87,87,161,64,161,62,74,144,74,144,169,61,169,714
9,93,37,93,37,127,10,127,12,80,87,80,87,170,0,170,97
27,8,86,8,86,21,0,21,16,9,100,9,100,103,36,103,245
72,10,74,10,74,48,26,48,26,11,107,11,107,109,28,109,217
15,93,55,93,55,113,0,113,12,80,87,80,87,170,0,170,485
7,21,20,21,20,79,0,79,12,16,78,16,78,102,0,102,698
74,84,145,84,145,105,124,105,44,32,133,32,133,128,47,128,487
72,99,127,99,127,127,113,127,44,32,133,32,133,128,47,128,527
8,36,40,36,40,87,34,87,26,13,93,13,93,102,10,102,190
6,88,20,88,20,145,0,145,12,80,87,80,87,170,0,170,831
3,5,14,5,14,103,5,103,4,15,59,15,59,113,0,113,155
75,10,126,10,126,47,124,47,48,1,145,1,145,93,80,93,415
12,21,49,21,49,44,0,44,12,16,78,16,78,102,0,102,413
61,23,77,23,77,73,53,73,44,32,133,32,133,128,47,128,803
98,31,152,31,152,45,63,45,79,19,169,19,169,106,83,106,888
16,34,27,34,27,87,0,87,1,47,79,47,79,128,0,128,755
16,54,110,54,110,73,98,73,44,32,133,32,133,128,47,128,913
56,50,88,50,88,81,55,81,44,32,133,32,133,128,47,128,583
93,30,98,30,98,114,79,114,44,32,133,32,133,128,47,128,32
8,31,75,31,75,55,58,55,26,11,107,11,107,109,28,109,451
80,38,122,38,122,62,80,62,44,32,133,32,133,128,47,128,720
27,77,67,77,67,99,15,99,26,11,107,11,107,109,28,109,492
50,44,54,44,54,79,0,79,26,11,107,11,107,109,28,109,637
19,70,93,70,93,95,85,95,44,32,133,32,133,128,47,128,121
39,19,97,19,97,34,17,34,26,11,107,11,107,109,28,109,57
66,83,103,83,103,104,41,104,44,32,133,32,133,128,47,128,211
84,85,111,85,111,150,106,150,44,32,133,32,133,128,47,128,890
38,64,84,64,84,100,72,100,44,32,133,32,133,128,47,128,307
32,39,127,39,127,50,32,50,44,32,133,32,133,128,47,128,799
25,97,48,97,48,159,37,159,30,56,111,56,111,152,32,152,347
28,69,72,69,72,93,28,93,26,11,107,11,107,109,28,109,356
18,86,83,86,83,109,56,109,44,32,133,32,133,128,47,128,756
5,95,42,95,42,122,0,122,12,80,87,80,87,170,0,170,586
97,9,116,9,116,88,108,88,79,19,169,19,169,106,83,106,820
73,65,152,65,152,77,53,77,44,32,133,32,133,128,47,128,663
8,72,70,72,70,105,67,105,26,11,107,11,107,109,28,109,568
43,80,53,80,53,137,25,137,30,56,111,56,111,152,32,152,748
30,16,74,16,74,41,31,41,26,11,107,11,107,109,28,109,761
97,98,181,98,181,110,83,110,64,74,160,74,160,154,62,154,947
3,59,25,59,25,132,17,132,17,53,84,53,84,150,8,150,273
41,39,130,39,130,55,82,55,44,32,133,32,133,128,47,128,248
97,15,127,15,127,65,113,65,79,19,169,19,169,106,83,106,390
98,45,197,45,197,65,186,65,98,19,181,19,181,111,98,111,685
63,91,91,91,91,136,70,136,44,32,133,32,133,128,47,128,457
62,68,81,68,81,92,8,92,44,32,133,32,133,128,47,128,107
61,21,79,21,79,86,63,86,44,32,133,32,133,128,47,128,804
93,65,100,65,100,132,74,132,44,32,133,32,133,128,47,128,593
44,21,59,21,59,62,20,62,26,11,107,11,107,109,28,109,789
1,80,81,80,81,105,72,105,26,11,107,11,107,109,28,109,717
88,30,117,30,117,53,49,53,44,32,133,32,133,128,47,128,478
19,17,112,17,112,33,65,33,26,11,107,11,107,109,28,109,410
58,36,150,36,150,50,81,50,44,32,133,32,133,128,47,128,349
10,98,58,98,58,135,45,135,30,56,111,56,111,152,32,152,462
37,38,112,38,112,58,74,58,44,32,133,32,133,128,47,128,339
30,10,75,10,75,32,17,32,26,11,107,11,107,109,28,109,554
51,88,73,88,73,112,0,112,26,11,107,11,107,109,28,109,787
31,68,85,68,85,95,54,95,44,32,133,32,133,128,47,128,704
90,16,147,16,147,35,83,35,79,19,169,19,169,106,83,106,990
83,42,95,42,95,103,69,103,44,32,133,32,133,128,47,128,374
31,63,53,63,53,94,0,94,17,53,84,53,84,150,8,150,591
66,93,123,93,123,123,102,123,44,32,133,32,133,128,47,128,38
44,40,128,40,128,53,32,53,44,32,133,32,133,128,47,128,594
20,5,46,5,46,38,0,38,4,15,59,15,59,113,0,113,72
52,91,59,91,59,127,0,127,30,56,111,56,111,152,32,152,790
29,25,55,25,55,107,52,107,26,11,107,11,107,109,28,109,556
5,6,22,6,22,67,0,67,4,15,59,15,59,113,0,113,423
10,21,57,21,57,44,0,44,12,16,78,16,78,102,0,102,69
57,19,83,19,83,48,26,48,26,11,107,11,107,109,28,109,510
19,81,27,81,27,150,0,150,12,80,87,80,87,170,0,170,459
47,98,133,98,133,113,57,113,44,32,133,32,133,128,47,128,456
49,46,119,46,119,66,67,66,44,32,133,32,133,128,47,128,590
34,7,80,7,80,56,76,56,26,11,107,11,107,109,28,109,194
45,18,60,18,60,88,40,88,26,11,107,11,107,109,28,109,596
91,44,113,44,113,104,94,104,44,32,133,32,133,128,47,128,471
67,29,88,29,88,70,49,70,44,32,133,32,133,128,47,128,925
69,12,114,12,114,53,99,53,26,11,107,11,107,109,28,109,940
42,85,67,85,67,118,17,118,30,56,111,56,111,152,32,152,25
66,27,113,27,113,69,101,69,44,32,133,32,133,128,47,128,967
48,70,130,70,130,98,123,98,44,32,133,32,133,128,47,128,89
81,58,138,58,138,97,131,97,44,32,133,32,133,128,47,128,30
82,5,154,5,154,31,130,31,48,1,145,1,145,93,80,93,197
18,45,47,45,47,87,16,87,17,53,84,53,84,150,8,150,182
89,53,101,53,101,83,29,83,44,32,133,32,133,128,47,128,841
76,89,100,89,100,118,37,118,44,32,133,32,133,128,47,128,448
95,49,103,49,103,95,56,95,44,32,133,32,133,128,47,128,371
5,49,65,49,65,72,15,72,17,53,84,53,84,150,8,150,660
96,12,157,12,157,50,151,50,94,16,175,16,175,105,97,105,595
72,12,108,12,108,38,45,38,26,11,107,11,107,109,28,109,302
28,61,60,61,60,139,59,139,26,11,107,11,107,109,28,109,817
30,71,52,71,52,106,0,106,12,80,87,80,87,170,0,170,578
8,96,35,96,35,138,0,138,12,80,87,80,87,170,0,170,546
8,9,29,9,29,88,17,88,12,16,78,16,78,102,0,102,621
50,96,89,96,89,118,9,118,44,32,133,32,133,128,47,128,701
39,11,62,11,62,93,53,93,26,11,107,11,107,109,28,109,658
5,74,36,74,36,119,8,119,12,80,87,80,87,170,0,170,400
86,22,125,22,125,60,94,60,44,32,133,32,133,128,47,128,67
43,20,48,20,48,90,15,90,26,11,107,11,107,109,28,109,997
67,82,83,82,83,118,25,118,44,32,133,32,133,128,47,128,337
61,88,77,88,77,174,62,174,62,74,144,74,144,169,61,169,365
51,11,84,11,84,34,1,34,26,11,107,11,107,109,28,109,667
1,92,100,92,100,111,57,111,44,32,133,32,133,128,47,128,351
90,90,122,90,122,144,104,144,44,32,133,32,133,128,47,128,576
2,84,19,84,19,159,0,159,8,78,56,78,56,165,0,165,631
51,50,65,50,65,108,32,108,44,32,133,32,133,128,47,128,101
34,4,52,4,52,43,0,43,16,9,100,9,100,103,36,103,567
45,69,55,69,55,130,20,130,30,56,111,56,111,152,32,152,978
38,87,44,87,44,142,0,142,12,80,87,80,87,170,0,170,259
80,59,99,59,99,109,63,109,44,32,133,32,133,128,47,128,600
38,27,47,27,47,91,13,91,26,11,107,11,107,109,28,109,43
54,33,146,33,146,60,136,60,44,32,133,32,133,128,47,128,362
91,65,153,65,153,92,113,92,79,19,169,19,169,106,83,106,417
45,49,78,49,78,78,16,78,26,11,107,11,107,109,28,109,672
91,36,120,36,120,72,72,72,44,32,133,32,133,128,47,128,860
9,10,19,10,19,106,0,106,12,16,78,16,78,102,0,102,384
6,98,90,98,90,114,0,114,12,80,87,80,87,170,0,170,938
81,82,134,82,134,116,105,116,44,32,133,32,133,128,47,128,598
50,65,119,65,119,90,76,90,44,32,133,32,133,128,47,128,963
35,21,63,21,63,55,8,55,26,11,107,11,107,109,28,109,29
47,1,80,1,80,26,0,26,16,9,100,9,100,103,36,103,149
77,9,149,9,149,48,148,48,48,1,145,1,145,93,80,93,205
72,91,105,91,105,125,54,125,44,32,133,32,133,128,47,128,380
8,36,83,36,83,58,28,58,26,11,107,11,107,109,28,109,100
9,10,40,10,40,57,10,57,12,16,78,16,78,102,0,102,163
25,19,56,19,56,52,0,52,16,9,100,9,100,103,36,103,114
48,87,112,87,112,111,56,111,44,32,133,32,133,128,47,128,464
33,7,68,7,68,38,10,38,26,11,107,11,107,109,28,109,334
10,46,44,46,44,83,0,83,25,27,90,27,90,114,2,114,726
41,34,63,34,63,68,0,68,26,11,107,11,107,109,28,109,920
83,40,144,40,144,63,79,63,44,32,133,32,133,128,47,128,318
50,76,125,76,125,93,29,93,44,32,133,32,133,128,47,128,93
87,21,185,21,185,36,89,36,79,19,169,19,169,106,83,106,336
56,24,132,24,132,52,104,52,79,19,169,19,169,106,83,106,278
81,19,115,19,115,44,32,44,26,11,107,11,107,109,28,109,33
13,56,72,56,72,94,54,94,26,11,107,11,107,109,28,109,370
91,63,106,63,106,147,86,147,44,32,133,32,133,128,47,128,570
86,57,163,57,163,84,131,84,79,19,169,19,169,106,83,106,95
51,90,111,90,111,134,104,134,44,32,133,32,133,128,47,128,270
82,65,103,65,103,90,6,90,44,32,133,32,133,128,47,128,743
91,71,109,71,109,97,13,97,44,32,133,32,133,128,47,128,824
16,8,61,8,61,36,0,36,16,9,100,9,100,103,36,103,209
60,95,63,95,63,140,0,140,30,56,111,56,111,152,32,152,833
35,7,92,7,92,39,56,39,26,11,107,11,107,109,28,109,81
74,51,90,51,90,87,23,87,44,32,133,32,133,128,47,128,625
23,24,32,24,32,97,0,97,26,13,93,13,93,102,10,102,196
34,32,99,32,99,54,27,54,44,32,133,32,133,128,47,128,874
91,3,114,3,114,87,101,87,79,19,169,19,169,106,83,106,16
12,99,34,99,34,153,0,153,12,80,87,80,87,170,0,170,282
65,17,126,17,126,61,118,61,79,19,169,19,169,106,83,106,650
92,3,188,3,188,24,139,24,92,3,188,3,188,24,139,24,123
27,6,75,6,75,34,14,34,26,11,107,11,107,109,28,109,113
35,75,50,75,50,122,0,122,12,80,87,80,87,170,0,170,641
31,3,59,3,59,49,20,49,26,11,107,11,107,109,28,109,193
9,76,56,76,56,125,40,125,30,56,111,56,111,152,32,152,662
40,40,74,40,74,83,36,83,44,32,133,32,133,128,47,128,805
